0.0666666666666667,0.0666666666666667,0.3
0.0833333333333333,0.0666666666666667,0.6
0.0998983932508883,0.068504210599635,0.5
0.115526924692438,0.074294442266698,0.4
0.129736365004331,0.0830047570601215,0.3
0.14247387916248,0.093753408642936,0.1
0.153948673106091,0.105840876604815,0
0.164983053306846,0.118331682478054,-0.1
0.176017433507602,0.130822488351293,-0.1
0.187492227451213,0.142909956313172,-0.2
0.1993927023669,0.154578566965639,-0.2
0.212106032392552,0.165355812320398,-0.2
0.225565612953005,0.175185230864465,-0.2
0.239700929899465,0.18401532670771,-0.2
0.254437928930022,0.191799839367545,-0.1
0.26969940355687,0.198497986125555,-0.1
0.285191049656558,0.204645073151115,-0
0.300892977122815,0.210233208047678,0
0.316594904589072,0.215821342944242,0.1
0.332296832055328,0.221409477840807,0.1
0.347788478155017,0.227556564866367,0.2
0.363049952781865,0.234254711624375,0.2
0.377786951812422,0.24203922428421,0.2
0.391922268758882,0.250869320127455,0.3
0.405381849319335,0.260698738671523,0.3
0.417675655521662,0.271952187335705,0.2
0.428653791323975,0.284492454959795,0.1
0.438696092247673,0.29779395750408,0
0.448255404858333,0.311446697895278,-0.1
0.457814717468995,0.325099438286477,-0.2
0.467857018392693,0.338400940830762,-0.3
0.478835154195007,0.350941208454852,-0.3
0.491128960397333,0.362194657119033,-0.3
0.504588540957787,0.372024075663102,0
