8
11
12
12
11
10
10
9
8
8
7
7
7
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
6
6
6
5
5
4
3
3
2
1
1
0
0
0
0
0
1
13
14
13
11
11
11
11
