3,27
2,15
3,16
2,70
1,15
3,16
1,15
3,14
2,15
3,14
2,17
2,15
2,14
2,14
3,14
2,15
2,27
1,13
1,14
1,19
2,14
2,32
2,25
2,13
2,14
1,15
1,15
1,15
4,16
2,17
2,16
1,13
2,22
2,19
2,24
1,16
1,15
2,14
2,16
1,15
1,46
3,14
3,17
3,17
2,15
1,15
3,14
3,14
4,18
2,16
2,29
3,17
2,18
3,15
3,14
3,15
1,15
3,17
3,16
3,16
1,44
3,16
3,15
2,15
2,14
4,15
2,16
3,15
1,14
2,16
1,16
3,17
2,14
3,15
3,15
4,16
2,15
3,14
2,15
2,17
3,15
1,15
2,22
2,25
1,24
2,17
2,21
2,21
3,25
2,28
2,14
2,15
3,14
1,13
3,18
4,20
3,16
2,13
2,14
3,17
4,20
12,16
4,15
4,18
5,17
5,16
4,23
5,17
4,16
6,42
4,18
4,16
6,17
4,17
4,16
3,16
4,16
4,17
4,17
5,20
4,17
3,17
3,15
2,15
3,16
4,16
3,18
3,17
3,17
3,23
4,23
2,21
3,19
4,30
2,18
2,19
1,17
2,15
2,15
3,49
3,16
3,18
4,18
4,16
2,17
2,16
4,18
4,17
4,20
4,16
3,16
4,18
5,64
4,15
4,16
3,20
4,19
3,15
3,22
6,20
4,16
3,16
3,16
3,16
3,16
5,16
3,17
5,35
5,16
5,16
3,18
4,19
5,19
4,15
4,16
4,17
5,18
2,17
2,18
2,15
5,17
5,18
2,16
4,18
5,17
5,17
4,19
2,39
4,16
3,17
3,17
4,16
3,16
4,16
4,15
4,15
2,16
3,34
2,16
3,15
3,22
5,19
6,17
4,17
3,18
6,19
2,18
4,17
3,17
3,17
5,16
3,18
4,17
4,17
4,18
5,17
4,18
4,16
4,17
3,16
4,17
3,16
3,33
5,17
4,17
5,17
5,16
4,19
4,17
4,17
5,18
3,23
5,18
5,19
3,20
5,17
3,19
5,19
5,19
4,19
4,42
4,21
6,18
4,17
57,37
6,18
5,16
5,17
3,17
3,18
3,16
4,20
4,16
3,24
5,16
5,16
4,15
3,26
4,16
3,16
6,18
4,17
4,16
4,16
4,16
4,18
4,17
5,22
5,17
5,17
5,16
6,16
6,18
3,16
3,17
5,19
7,16
4,20
5,18
4,19
4,17
4,16
4,17
5,17
4,18
5,21
4,18
4,17
4,18
5,18
4,19
4,18
5,17
4,16
6,16
5,20
5,19
5,22
3,18
5,17
6,25
5,20
5,18
4,19
5,19
6,18
6,20
5,20
6,19
5,17
7,18
5,19
4,18
5,20
5,20
5,20
5,17
3,17
6,18
5,17
5,21
4,18
6,18
6,18
4,19
6,17
5,17
5,17
5,18
5,26
6,18
5,19
5,18
5,17
5,17
4,16
5,18
7,17
4,18
4,19
4,20
4,17
5,16
7,20
4,18
4,22
4,21
5,21
4,19
5,16
4,18
4,20
4,20
6,17
4,20
4,40
6,22
4,19
6,18
4,21
5,19
4,16
5,16
5,20
5,17
5,18
5,18
4,19
7,16
4,17
5,17
6,17
4,16
5,19
6,16
6,16
5,18
5,17
5,20
4,18
5,17
4,17
5,29
7,16
5,16
5,16
5,16
5,27
5,41
4,21
7,17
4,19
7,23
4,17
4,18
5,18
5,25
5,18
8,29
6,19
8,58
8,37
7,34
7,20
6,20
6,17
5,20
8,31
7,20
7,19
5,21
6,18
6,38
6,21
6,20
9,51
6,52
5,60
6,19
5,19
5,18
4,19
6,20
6,25
6,22
5,19
4,20
6,18
4,20
5,18
6,22
5,19
6,18
5,18
6,20
7,18
4,17
5,18
5,18
7,18
5,38
6,18
6,19
6,17
6,17
6,21
7,17
5,18
5,17
8,30
6,18
6,17
6,19
5,17
7,17
5,17
5,20
6,30
5,19
7,17
4,20
8,19
5,19
7,22
7,19
6,22
6,19
6,22
6,19
6,22
5,18
6,21
7,19
5,22
5,24
6,18
5,19
7,22
6,21
7,20
5,23
5,20
6,21
7,20
5,24
6,20
5,22
6,19
6,24
5,17
5,22
7,23
6,18
5,19
6,22
6,21
6,23
5,19
5,22
5,30
7,21
7,21
6,22
6,21
6,25
8,24
11,20
8,20
7,19
8,22
9,19
10,20
10,19
8,21
7,19
8,20
9,18
9,21
9,18
7,21
6,18
7,18
8,19
6,20
7,22
6,20
7,19
9,19
7,17
6,24
7,21
6,23
6,19
7,20
6,18
7,22
8,22
7,23
6,23
9,22
7,49
6,23
8,22
6,24
8,23
8,26
7,25
8,30
6,24
54,32
6,18
7,21
7,19
5,20
9,20
6,19
5,19
8,20
6,23
6,21
8,20
7,19
6,20
7,21
6,22
7,20
9,24
9,17
6,20
8,42
7,18
7,21
7,21
6,17
7,34
8,21
8,18
8,26
7,21
7,22
7,20
6,26
6,23
7,20
38,38
6,22
6,19
5,20
7,21
7,20
6,20
7,21
7,25
6,24
7,20
5,23
5,22
7,20
7,19
5,20
10,25
7,21
6,24
9,31
9,23
7,25
7,23
7,22
8,25
8,22
5,21
8,20
7,27
9,20
7,18
8,22
11,23
9,26
10,19
8,20
8,19
8,20
10,22
8,40
14,23
8,21
7,19
12,19
12,25
11,24
11,23
10,28
10,31
11,22
12,23
10,24
13,18
13,24
13,24
11,25
11,21
7,24
7,22
7,20
8,23
7,50
6,19
6,20
7,22
7,20
6,19
6,23
11,21
7,20
7,20
9,18
9,21
8,21
10,24
10,47
7,18
7,22
8,22
10,20
10,20
8,22
8,19
9,27
6,21
7,23
13,21
11,26
10,22
10,21
10,19
12,22
13,23
9,35
10,25
10,20
9,19
10,88
11,20
11,21
13,24
14,22
13,22
15,61
14,22
13,30
16,23
15,29
15,21
13,21
16,23
14,24
16,27
6,20
8,24
9,22
11,26
11,33
10,21
10,22
13,23
10,22
11,22
9,23
9,24
9,24
8,24
9,23
9,23
10,97
12,57
13,24
8,28
12,22
11,23
8,25
10,24
9,24
12,28
10,29
9,25
12,25
11,28
14,28
13,27
10,21
9,22
13,23
13,25
10,34
12,33
11,28
13,34
12,25
13,24
11,22
14,91
11,24
13,25
9,24
9,24
8,29
10,31
9,24
10,26
8,24
9,25
9,28
13,31
11,31
12,27
10,34
9,34
7,31
10,30
7,22
9,24
7,24
7,24
7,22
8,27
9,30
6,24
8,25
8,27
7,23
11,27
7,28
7,23
11,22
9,24
11,29
9,26
10,29
9,22
10,22
9,27
9,24
7,25
9,25
10,23
9,22
11,23
10,21
8,22
8,28
10,28
7,29
9,20
9,30
8,26
8,28
8,25
9,118
9,24
10,26
12,41
12,22
12,23
13,26
11,22
12,30
12,30
11,29
12,23
13,24
9,24
9,23
9,24
10,29
10,26
9,36
10,24
10,23
10,25
10,24
9,23
11,25
9,25
11,24
10,24
12,27
10,22
10,23
13,27
11,27
14,72
13,21
10,23
11,26
11,23
11,25
11,26
11,25
10,22
10,23
10,26
11,32
11,26
9,26
10,21
9,24
11,24
11,24
9,27
16,27
15,24
15,25
13,26
13,26
14,36
15,99
17,25
17,25
13,27
13,37
15,26
8,29
9,27
7,26
10,31
8,35
11,35
8,28
10,29
9,30
8,29
10,30
8,33
9,20
8,22
8,24
8,22
8,20
8,20
9,27
9,21
9,21
8,23
8,21
9,25
9,22
8,25
10,23
8,22
8,22
10,22
9,21
9,22
9,22
7,21
9,77
9,22
9,19
10,22
8,20
11,38
13,25
12,29
12,80
12,24
12,23
10,27
10,25
11,23
11,24
10,22
11,26
12,25
12,24
12,24
13,22
11,25
12,26
12,25
13,23
11,31
14,30
12,22
13,24
13,27
14,26
16,37
13,94
14,26
16,43
15,25
13,30
15,25
14,27
10,25
9,23
10,22
10,23
9,23
10,28
11,21
9,23
9,25
12,29
10,33
11,23
9,41
11,24
13,25
13,25
13,30
13,23
12,25
12,25
12,25
12,28
13,73
11,22
11,24
11,27
14,27
12,25
12,29
15,33
14,26
14,30
15,25
16,28
15,24
17,29
12,28
12,27
11,31
12,28
11,33
13,30
11,34
12,29
10,31
10,26
13,31
11,30
14,25
15,24
16,27
14,27
16,20
16,23
16,20
15,20
16,26
14,25
16,29
14,22
11,25
12,23
13,21
13,21
15,23
13,22
12,43
13,25
11,28
11,31
11,21
12,27
11,27
10,28
11,22
14,25
11,25
13,49
12,26
12,25
14,25
11,25
13,31
12,26
12,24
11,38
10,28
13,25
12,24
14,24
14,26
13,27
12,27
12,24
13,23
13,24
12,23
13,37
12,25
12,25
13,24
15,21
13,21
14,46
13,21
13,21
13,21
12,84
12,23
13,22
13,21
12,25
12,27
12,26
14,26
12,27
13,25
13,23
11,23
16,22
11,23
11,29
13,25
12,30
12,29
12,28
11,32
11,37
11,26
11,28
11,25
11,23
12,24
10,28
11,24
10,25
14,47
11,32
11,37
11,34
12,32
13,37
10,30
11,41
12,33
10,36
10,27
10,23
10,26
8,23
10,24
11,22
11,22
11,44
10,37
9,22
9,24
12,32
11,26
13,44
9,32
11,33
13,42
10,34
10,28
11,26
19,29
15,32
12,27
13,36
14,29
14,28
15,29
14,30
15,30
15,28
14,28
16,29
14,25
14,33
16,29
15,29
15,27
16,27
15,29
16,25
16,31
16,33
16,32
19,36
18,32
19,31
15,25
18,26
18,27
17,36
17,33
16,32
16,26
13,31
14,34
17,30
14,30
14,28
13,95
14,33
14,33
14,29
14,29
17,26
16,24
16,28
16,26
14,26
15,26
15,25
17,29
14,25
15,27
15,26
13,25
14,29
15,24
14,24
13,25
14,22
15,23
15,44
14,23
14,25
13,22
13,22
17,25
18,31
19,27
17,23
18,25
20,70
17,26
18,29
18,26
20,24
16,30
16,24
18,29
17,31
17,32
15,23
19,32
16,34
17,26
16,31
17,30
20,28
20,25
20,31
20,27
21,24
18,27
18,27
22,29
19,29
19,28
13,26
13,81
12,30
19,67
19,97
22,73
22,93
17,69
18,74
18,63
17,62
17,64
17,64
17,65
18,64
17,63
15,64
16,78
19,78
21,93
18,71
24,102
20,77
18,59
20,89
23,76
23,72
22,60
25,111
22,81
23,69
20,77
21,100
22,86
20,89
22,95
21,81
22,81
19,61
20,114
18,75
20,76
20,61
19,59
20,70
19,90
22,99
21,52
24,45
21,53
24,47
23,47
23,47
23,48
18,71
21,71
21,72
19,70
21,74
19,68
22,78
18,84
26,52
22,54
22,51
23,55
23,71
23,55
22,55
25,55
22,79
24,106
19,74
21,71
18,80
22,61
21,58
30,85
32,83
29,82
29,85
28,78
28,83
27,85
19,68
21,65
21,66
16,72
19,66
19,67
19,65
20,79
21,57
19,53
19,57
19,75
19,109
17,57
21,58
18,61
24,71
22,69
25,68
15,34
73,43
20,33
22,33
22,33
22,31
25,36
23,35
22,31
20,31
21,31
21,34
22,29
25,27
23,37
22,30
25,35
24,27
24,34
25,36
25,30
23,27
22,78
22,29
23,29
24,30
23,31
25,29
27,26
26,27
27,33
24,26
24,29
22,49
23,32
21,31
23,34
24,35
26,57
23,34
26,34
22,28
26,38
23,109
22,27
21,28
22,27
24,26
20,37
24,29
21,27
21,27
21,26
22,36
25,22
23,22
24,21
27,23
26,22
25,24
31,22
24,23
25,24
23,23
25,22
19,38
20,32
21,30
19,31
20,40
18,38
20,33
18,31
19,31
20,34
21,30
19,36
19,27
18,25
20,27
18,27
21,112
20,27
20,27
20,25
19,26
19,25
24,39
25,26
25,28
25,26
24,27
24,48
24,25
26,28
24,26
24,26
25,27
19,38
19,38
15,63
16,27
18,26
77,29
14,27
15,25
16,27
15,27
15,21
15,25
14,30
11,31
12,30
15,33
14,30
11,28
13,29
14,28
13,31
20,26
13,30
12,24
11,27
13,26
12,29
13,32
13,30
12,27
12,25
11,43
16,49
16,29
13,26
12,26
12,29
14,32
21,46
15,28
11,27
11,99
11,29
15,27
12,24
13,28
15,30
12,50
11,52
12,36
13,40
11,34
11,38
15,28
12,30
11,29
13,39
13,37
17,38
13,41
13,27
13,36
13,34
13,26
14,35
14,80
13,33
13,37
10,32
13,32
12,33
11,33
12,33
11,33
13,33
14,38
11,33
13,34
10,31
10,29
10,33
12,37
14,34
11,34
11,37
11,29
12,37
13,31
12,35
11,28
14,33
12,102
11,30
12,32
12,29
12,35
12,28
11,37
11,27
10,28
11,31
13,31
17,81
12,26
14,27
11,32
14,39
12,31
14,29
13,39
12,31
11,28
12,31
13,27
13,29
12,104
11,39
10,36
12,36
11,35
13,37
11,38
11,37
13,33
13,33
12,36
13,44
13,38
14,36
14,37
12,36
13,37
13,37
13,37
14,36
13,36
14,28
15,44
13,29
15,30
16,39
12,33
14,32
13,30
15,32
14,38
16,35
68,24
16,31
19,27
15,28
17,24
21,26
17,25
18,93
16,27
17,26
13,33
12,33
13,37
14,34
13,32
15,34
12,33
12,41
13,33
12,32
13,34
11,27
11,25
11,46
10,28
13,28
10,29
11,27
11,28
12,56
14,26
10,26
11,27
11,30
13,35
12,119
13,33
14,33
14,33
14,36
17,27
14,32
15,34
12,32
22,38
16,43
15,47
15,34
13,39
14,33
15,40
16,32
16,38
14,31
15,31
12,90
13,35
14,31
15,40
15,43
15,28
12,31
15,36
12,33
16,30
13,28
14,33
15,34
14,52
13,35
15,29
13,29
13,31
12,29
13,33
14,28
11,29
11,31
14,29
12,30
12,64
12,29
12,79
14,39
14,38
12,36
13,36
15,35
13,34
16,52
14,49
14,42
13,40
15,51
11,45
13,32
13,33
15,37
11,29
12,30
13,29
12,50
12,30
11,82
13,39
10,40
12,55
12,40
12,38
13,36
11,34
12,37
13,38
12,34
12,36
13,31
11,25
14,34
15,34
13,33
12,33
12,38
12,31
12,51
14,26
13,34
12,28
17,29
14,33
14,59
14,44
13,32
14,34
13,33
16,41
14,33
14,35
14,44
13,33
13,55
13,34
13,42
13,34
12,34
14,32
13,45
13,33
14,34
13,30
14,44
18,32
13,32
16,55
13,41
12,36
16,51
17,31
15,37
19,37
14,34
14,32
13,83
13,31
14,39
14,36
15,42
15,37
16,34
14,35
16,37
15,41
13,32
18,30
15,34
16,39
14,36
